model_id,task_id,base_model,dataset_id
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1600,1600,,Lots-of-LoRAs/task1600_smcalflow_sentence_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task857,857,,Lots-of-LoRAs/task857_inquisitive_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task756,756,,Lots-of-LoRAs/task756_find_longert_substring_and_return_all_unique_alphabets_in_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task673,673,,Lots-of-LoRAs/task673_google_wellformed_query_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1024,1024,,Lots-of-LoRAs/task1024_pib_translation_hindi_english
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1140,1140,,Lots-of-LoRAs/task1140_xcsr_pl_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1093,1093,,Lots-of-LoRAs/task1093_ted_translation_en_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task115,115,,Lots-of-LoRAs/task115_help_advice_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1284,1284,,Lots-of-LoRAs/task1284_hrngo_informativeness_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task435,435,,Lots-of-LoRAs/task435_alt_en_ja_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task530,530,,Lots-of-LoRAs/task530_europarl_en_es_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1323,1323,,Lots-of-LoRAs/task1323_open_subtitles_hi_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task830,830,,Lots-of-LoRAs/task830_poleval2019_mt_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task251,251,,Lots-of-LoRAs/task251_spl_translation_en_fi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task411,411,,Lots-of-LoRAs/task411_mickey_vi_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1047,1047,,Lots-of-LoRAs/task1047_pib_translation_english_telugu
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task259,259,,Lots-of-LoRAs/task259_spl_translation_tr_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1062,1062,,Lots-of-LoRAs/task1062_pib_translation_marathi_bengali
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task787,787,,Lots-of-LoRAs/task787_pawsx_korean_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1422,1422,,Lots-of-LoRAs/task1422_mathqa_physics
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1122,1122,,Lots-of-LoRAs/task1122_alt_khm_ja_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task340,340,,Lots-of-LoRAs/task340_winomt_classification_gender_pro
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task677,677,,Lots-of-LoRAs/task677_ollie_sentence_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1114,1114,,Lots-of-LoRAs/task1114_ted_translation_he_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1412,1412,,Lots-of-LoRAs/task1412_web_questions_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task437,437,,Lots-of-LoRAs/task437_alt_en_ja_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task169,169,,Lots-of-LoRAs/task169_strategyqa_sentence_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task781,781,,Lots-of-LoRAs/task781_pawsx_english_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1660,1660,,Lots-of-LoRAs/task1660_super_glue_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task841,841,,Lots-of-LoRAs/task841_para_pdt_de_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task250,250,,Lots-of-LoRAs/task250_spl_translation_en_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1388,1388,,Lots-of-LoRAs/task1388_cb_entailment
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task158,158,,Lots-of-LoRAs/task158_count_frequency_of_words
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1611,1611,,Lots-of-LoRAs/task1611_xquad_es_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task631,631,,Lots-of-LoRAs/task631_dbpedia_14_incorrect_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task811,811,,Lots-of-LoRAs/task811_pawsx_chinese_german_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1058,1058,,Lots-of-LoRAs/task1058_pib_translation_urdu_english
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task414,414,,Lots-of-LoRAs/task414_mickey_ar_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task152,152,,Lots-of-LoRAs/task152_tomqa_find_location_easy_noise
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task273,273,,Lots-of-LoRAs/task273_europarl_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task682,682,,Lots-of-LoRAs/task682_online_privacy_policy_text_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1423,1423,,Lots-of-LoRAs/task1423_mathqa_geometry
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task397,397,,Lots-of-LoRAs/task397_semeval_2018_task1_tweet_anger_detection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task802,802,,Lots-of-LoRAs/task802_pawsx_german_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1397,1397,,Lots-of-LoRAs/task1397_europa_ecdc_tm_fr_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1514,1514,,Lots-of-LoRAs/task1514_flores_translation_entone
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1312,1312,,Lots-of-LoRAs/task1312_amazonreview_polarity_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1053,1053,,Lots-of-LoRAs/task1053_pib_translation_hindi_urdu
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task059,059,,Lots-of-LoRAs/task059_ropes_story_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1266,1266,,Lots-of-LoRAs/task1266_ted_translation_fa_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task406,406,,Lots-of-LoRAs/task406_mickey_fr_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task109,109,,Lots-of-LoRAs/task109_smsspamcollection_spamsmsdetection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1106,1106,,Lots-of-LoRAs/task1106_ted_translation_ar_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task793,793,,Lots-of-LoRAs/task793_pawsx_french_chinese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1262,1262,,Lots-of-LoRAs/task1262_ted_translation_pl_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1352,1352,,Lots-of-LoRAs/task1352_hind_encorp_translation_hi_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1280,1280,,Lots-of-LoRAs/task1280_ted_translation_pt_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task693,693,,Lots-of-LoRAs/task693_mmmlu_answer_generation_conceptual_physics
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1131,1131,,Lots-of-LoRAs/task1131_xcsr_es_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task900,900,,Lots-of-LoRAs/task900_freebase_qa_category_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1137,1137,,Lots-of-LoRAs/task1137_xcsr_pt_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1281,1281,,Lots-of-LoRAs/task1281_ted_translation_pt_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1116,1116,,Lots-of-LoRAs/task1116_alt_id_ja_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1023,1023,,Lots-of-LoRAs/task1023_pib_translation_english_hindi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task589,589,,Lots-of-LoRAs/task589_amazonfood_summary_text_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1490,1490,,Lots-of-LoRAs/task1490_bengali_personal_hate_speech_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task369,369,,Lots-of-LoRAs/task369_synthetic_remove_odds
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task553,553,,Lots-of-LoRAs/task553_alt_translation_en_ma
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1083,1083,,Lots-of-LoRAs/task1083_pib_translation_marathi_tamil
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task810,810,,Lots-of-LoRAs/task810_pawsx_chinese_spanish_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1121,1121,,Lots-of-LoRAs/task1121_alt_ja_khm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task738,738,,Lots-of-LoRAs/task738_perspectrum_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task962,962,,Lots-of-LoRAs/task962_ancora-ca-ner_missing_word_prediction
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task688,688,,Lots-of-LoRAs/task688_mmmlu_answer_generation_college_computer_science
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task430,430,,Lots-of-LoRAs/task430_senteval_subject_count
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task537,537,,Lots-of-LoRAs/task537_alt_translation_th_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task401,401,,Lots-of-LoRAs/task401_numeric_fused_head_reference
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1145,1145,,Lots-of-LoRAs/task1145_xcsr_jap_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task778,778,,Lots-of-LoRAs/task778_pawsx_english_french_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task586,586,,Lots-of-LoRAs/task586_amazonfood_polarity_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task124,124,,Lots-of-LoRAs/task124_conala_pair_averages
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task160,160,,Lots-of-LoRAs/task160_replace_letter_in_a_sentence
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1153,1153,,Lots-of-LoRAs/task1153_bard_analogical_reasoning_affordance
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task416,416,,Lots-of-LoRAs/task416_mickey_de_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1258,1258,,Lots-of-LoRAs/task1258_ted_translation_pl_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1091,1091,,Lots-of-LoRAs/task1091_ted_translation_en_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1105,1105,,Lots-of-LoRAs/task1105_ted_translation_ar_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task438,438,,Lots-of-LoRAs/task438_eng_guj_parallel_corpus_en_gu_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task091,091,,Lots-of-LoRAs/task091_all_elements_from_index_i_to_j
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task573,573,,Lots-of-LoRAs/task573_air_dialogue_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task935,935,,Lots-of-LoRAs/task935_defeasible_nli_atomic_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task555,555,,Lots-of-LoRAs/task555_alt_translation_en_kh
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task665,665,,Lots-of-LoRAs/task665_mmmlu_answer_generation_anatomy
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task741,741,,Lots-of-LoRAs/task741_lhoestq_answer_generation_place
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1548,1548,,Lots-of-LoRAs/task1548_wiqa_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task336,336,,Lots-of-LoRAs/task336_hateeval_classification_aggresive_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task547,547,,Lots-of-LoRAs/task547_alt_translation_entk_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task957,957,,Lots-of-LoRAs/task957_e2e_nlg_text_generation_generate
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task086,086,,Lots-of-LoRAs/task086_translated_symbol_arithmetic
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task864,864,,Lots-of-LoRAs/task864_asdiv_singleop_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task808,808,,Lots-of-LoRAs/task808_pawsx_chinese_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1545,1545,,Lots-of-LoRAs/task1545_conll2002_person_name_extraction_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task560,560,,Lots-of-LoRAs/task560_alt_translation_en_entk
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task873,873,,Lots-of-LoRAs/task873_opus_xhosanavy_translation_xhosa_eng
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task872,872,,Lots-of-LoRAs/task872_opus_xhosanavy_translation_eng_xhosa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1329,1329,,Lots-of-LoRAs/task1329_open_subtitles_en_hi_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task417,417,,Lots-of-LoRAs/task417_mickey_es_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task024,024,,Lots-of-LoRAs/task024_cosmosqa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task773,773,,Lots-of-LoRAs/task773_pawsx_spanish_text_modification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task851,851,,Lots-of-LoRAs/task851_synthetic_multiply_evens
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1480,1480,,Lots-of-LoRAs/task1480_gene_extraction_jnlpba_dataset
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task544,544,,Lots-of-LoRAs/task544_alt_translation_hi_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task533,533,,Lots-of-LoRAs/task533_europarl_es-en_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1076,1076,,Lots-of-LoRAs/task1076_pib_translation_telugu_tamil
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task281,281,,Lots-of-LoRAs/task281_points_of_correspondence
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1497,1497,,Lots-of-LoRAs/task1497_bengali_book_reviews_sentiment_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1240,1240,,Lots-of-LoRAs/task1240_ted_translation_gl_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1222,1222,,Lots-of-LoRAs/task1222_ted_translation_ja_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task556,556,,Lots-of-LoRAs/task556_alt_translation_en_ja
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1035,1035,,Lots-of-LoRAs/task1035_pib_translation_tamil_urdu
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task606,606,,Lots-of-LoRAs/task606_sum_of_all_numbers_in_list_between_positions_i_and_j
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task967,967,,Lots-of-LoRAs/task967_ruletaker_incorrect_fact_generation_based_on_given_paragraph
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task223,223,,Lots-of-LoRAs/task223_quartz_explanation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task305,305,,Lots-of-LoRAs/task305_jeopardy_answer_generation_normal
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task484,484,,Lots-of-LoRAs/task484_cls_french_music_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1269,1269,,Lots-of-LoRAs/task1269_ted_translation_fa_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1237,1237,,Lots-of-LoRAs/task1237_ted_translation_he_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task737,737,,Lots-of-LoRAs/task737_mmmlu_answer_generation_world_religions
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task863,863,,Lots-of-LoRAs/task863_asdiv_multiop_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task789,789,,Lots-of-LoRAs/task789_pawsx_french_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task412,412,,Lots-of-LoRAs/task412_mickey_zh_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task815,815,,Lots-of-LoRAs/task815_pawsx_japanese_french_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1109,1109,,Lots-of-LoRAs/task1109_ted_translation_ar_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task660,660,,Lots-of-LoRAs/task660_mizan_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task409,409,,Lots-of-LoRAs/task409_mickey_nl_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task644,644,,Lots-of-LoRAs/task644_refresd_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1252,1252,,Lots-of-LoRAs/task1252_ted_translation_it_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task896,896,,Lots-of-LoRAs/task896_miam_language_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1309,1309,,Lots-of-LoRAs/task1309_amazonreview_summary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task097,097,,Lots-of-LoRAs/task097_conala_remove_duplicates
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task786,786,,Lots-of-LoRAs/task786_pawsx_korean_german_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task407,407,,Lots-of-LoRAs/task407_mickey_hi_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1129,1129,,Lots-of-LoRAs/task1129_alt_ja_th_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1136,1136,,Lots-of-LoRAs/task1136_xcsr_fr_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task256,256,,Lots-of-LoRAs/task256_spl_translation_de_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1229,1229,,Lots-of-LoRAs/task1229_ted_translation_es_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1107,1107,,Lots-of-LoRAs/task1107_ted_translation_ar_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1649,1649,,Lots-of-LoRAs/task1649_opus_books_en-no_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task114,114,,Lots-of-LoRAs/task114_is_the_given_word_longest
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task334,334,,Lots-of-LoRAs/task334_hateeval_classification_hate_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1115,1115,,Lots-of-LoRAs/task1115_alt_ja_id_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1243,1243,,Lots-of-LoRAs/task1243_ted_translation_gl_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1219,1219,,Lots-of-LoRAs/task1219_ted_translation_en_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task752,752,,Lots-of-LoRAs/task752_svamp_multiplication_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task452,452,,Lots-of-LoRAs/task452_opus_paracrawl_en_ig_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1111,1111,,Lots-of-LoRAs/task1111_ted_translation_he_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1610,1610,,Lots-of-LoRAs/task1610_xquad_es_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task531,531,,Lots-of-LoRAs/task531_europarl_es_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task592,592,,Lots-of-LoRAs/task592_sciq_incorrect_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task447,447,,Lots-of-LoRAs/task447_opus_paracrawl_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task023,023,,Lots-of-LoRAs/task023_cosmosqa_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1331,1331,,Lots-of-LoRAs/task1331_reverse_array
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task655,655,,Lots-of-LoRAs/task655_bible_en_fa_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1727,1727,,Lots-of-LoRAs/task1727_wiqa_what_is_the_effect
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1353,1353,,Lots-of-LoRAs/task1353_hind_encorp_translation_en_hi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task122,122,,Lots-of-LoRAs/task122_conala_list_index_addition
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task839,839,,Lots-of-LoRAs/task839_cdt_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task984,984,,Lots-of-LoRAs/task984_pib_translation_marathi_gujarati
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1375,1375,,Lots-of-LoRAs/task1375_newscomm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task175,175,,Lots-of-LoRAs/task175_spl_translation_en_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task512,512,,Lots-of-LoRAs/task512_twitter_emotion_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1134,1134,,Lots-of-LoRAs/task1134_xcsr_hi_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task399,399,,Lots-of-LoRAs/task399_semeval_2018_task1_tweet_sadness_detection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task827,827,,Lots-of-LoRAs/task827_copa_commonsense_reasoning
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1336,1336,,Lots-of-LoRAs/task1336_peixian_equity_evaluation_corpus_gender_classifier
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task739,739,,Lots-of-LoRAs/task739_lhoestq_question_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task440,440,,Lots-of-LoRAs/task440_eng_guj_parallel_corpus_gu-en_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task321,321,,Lots-of-LoRAs/task321_stereoset_classification_religion
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task804,804,,Lots-of-LoRAs/task804_pawsx_german_spanish_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task797,797,,Lots-of-LoRAs/task797_pawsx_spanish_french_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1559,1559,,Lots-of-LoRAs/task1559_blimp_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1494,1494,,Lots-of-LoRAs/task1494_bengali_hate_speech_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task253,253,,Lots-of-LoRAs/task253_spl_translation_en_zh
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task172,172,,Lots-of-LoRAs/task172_spl_translation_en_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task785,785,,Lots-of-LoRAs/task785_pawsx_korean_spanish_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1236,1236,,Lots-of-LoRAs/task1236_ted_translation_he_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1577,1577,,Lots-of-LoRAs/task1577_amazon_reviews_multi_japanese_language_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1344,1344,,Lots-of-LoRAs/task1344_glue_entailment_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task132,132,,Lots-of-LoRAs/task132_dais_text_modification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task909,909,,Lots-of-LoRAs/task909_dialogre_prevalent_speakers
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task581,581,,Lots-of-LoRAs/task581_socialiqa_question_generation
